tenure_in_months,monthly_charge,total_charges,gender_Male,under_30_Yes,senior_citizen_Yes,married_Yes,dependents_Yes,contract_One Year,contract_Two Year,payment_method_Credit Card,payment_method_Mailed Check,paperless_billing_Yes,internet_service_Yes,online_security_Yes,online_backup_Yes,device_protection_plan_Yes,premium_tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,streaming_music_Yes,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,referred_a_friend_Yes
0.7584756035298558,1.5533915852363596,1.5104937130594573,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False
0.2694843979892907,1.3589613362169235,0.884539295191839,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,True
-1.238238485760785,-0.6484894399837535,-0.973576022142853,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.6142102132258447,1.651437608246161,2.568409413968225,True,False,False,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False
-1.2789877528891656,-0.44907379996381874,-0.9837037347094304,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.015760471909372284,-1.4710789550659844,-0.6988259635828902,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.7899965473486004,0.9750862291785486,-0.4698822912717616,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True
-0.26025607467965484,0.8654076271675846,0.03592965399233954,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True
-0.8307458144769808,0.6593447991469852,-0.5573689586497131,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False
-0.7899965473486004,-0.6634456129852487,-0.7595481095158341,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.8714950816053613,-1.502653098069141,-0.9078451817597716,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.4324814665028124,0.9817334171792131,0.738183919474827,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True
-1.1159906843756437,-0.012021188920128179,-0.8664738068963014,True,False,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
-1.2789877528891656,-1.479387940066815,-0.9973838693309512,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.8399741377866167,-1.303237458049206,-0.4167062841139147,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.3697146104555622,-1.4976677070686424,-0.45302483506072627,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.238238485760785,-1.479387940066815,-0.9900804426217199,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.6142102132258447,-0.3094828519498643,0.8379385785456261,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True
-0.09725900616613313,1.3606231332170895,0.397791279464825,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
0.18798586373252985,1.0133075601823696,0.4561966284054146,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False
1.4104638775839426,-1.3015756610490399,-0.21865323836751033,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-0.42325314319317653,0.6161380771426661,-0.19173426378967912,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
-1.1974892186324047,0.16246749609731476,-0.9091911304886632,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.7584756035298558,0.8438042661654253,1.0037109195318936,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True
-1.1159906843756437,-0.28621769394753876,-0.8777047561259048,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
-0.38250387606479613,0.6310942501441613,-0.1899470203955772,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True
-0.6677487459634591,-1.5093002860698053,-0.8845668881699257,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.13800827329451357,-0.6567984249845842,-0.45803352951086374,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
0.6362278021447145,-1.3364733980525287,-0.4750233741214621,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.451213144712323,-1.3547531650543558,-0.27187337499187836,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1.6142102132258447,-1.3181936310507012,-0.21604959984276934,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-0.7084980130918396,0.4981504901308714,-0.5156666127873353,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
-1.1159906843756437,0.2222921881032951,-0.8423349887092955,True,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.6142102132258447,1.3340343812144315,2.3296690000894267,True,False,False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True
-0.7492472802202199,0.3386179781149237,-0.5488078421446323,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1.2067175419420404,1.003336778181373,1.5495924203970943,True,True,False,True,True,True,False,True,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True
1.5734609460974642,0.8521132511662559,1.9362548060544011,True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True
-1.0344921501188828,-0.0651986929254444,-0.8217265278439722,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False
0.391732199374432,-1.3181936310507012,-0.5221536443659273,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0.7992248706582362,0.9917041991802098,1.211538642112707,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False
-0.9529936158621221,-0.46402997296531395,-0.8017358795099434,True,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False
-0.38250387606479613,1.3057838322116073,0.08372186623462012,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False
-0.38250387606479613,0.3402797751150897,-0.22147752422485661,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.9122443487337416,0.7274784761537967,-0.628285011349016,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
-0.7899965473486004,0.464914550127549,-0.5670774412843408,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False
-0.9937428829905025,-1.504314895069307,-0.9347641563376028,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1.5734609460974642,-1.4943441130683104,-0.3936045083901529,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.2694843979892907,0.5529897911363537,0.41189064401829556,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
-0.9122443487337416,1.506861269231708,-0.5459173620875046,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
-1.238238485760785,0.641065032145158,-0.9471645364300135,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1.1252190076852797,-0.14164135493308597,0.6240209895849098,True,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True
-1.1567399515040242,-0.6717545979860794,-0.929402426155297,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False
-1.1567399515040242,0.46989994112804756,-0.8740420104046589,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
-0.6677487459634591,-0.32942441595185784,-0.6020279787690003,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False
-1.2789877528891656,-1.5076384890696393,-0.99775896979638,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.09725900616613313,-0.4906187249679718,-0.3554545845827183,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True
-1.2789877528891656,-0.6667692069855808,-0.9865942147665583,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.6677487459634591,-0.17820088893674074,-0.5544784785925853,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
-0.26025607467965484,1.1080299891918384,0.10163842964216022,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True
-0.5047516774499374,0.16745288709781284,-0.3265718487447011,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2789877528891656,0.1857326540996401,-0.9752750066039129,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.676977069273095,0.0876866310898392,0.4529751773493789,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
-0.13800827329451357,0.6693155811479823,0.10406555030081714,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1.3289653433271817,-1.502653098069141,-0.46853634254286997,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.7584756035298558,0.47820892612887816,0.7670445905795839,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
-0.3010053418080353,-1.4860351280674797,-0.7981613927217396,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.464002410321557,0.9817334171792131,-0.14652362533887903,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True
-0.09725900616613313,-0.8130073430001998,-0.4887035087429829,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False
1.6142102132258447,-0.3510277769540174,0.7312555932310244,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,True
0.6362278021447145,0.0295237360840249,0.35933244939174314,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True
1.4104638775839426,-1.4943441130683104,-0.4276503918111313,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.5734609460974642,-1.3397969920528607,-0.2642389772837394,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.47323073363119283,-1.4710789550659844,-0.6245781361612491,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.38250387606479613,1.1661928841976528,0.022470166703423926,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True
1.0437204734285188,0.8903345821700764,1.4259416552051545,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,True
-1.1974892186324047,-1.1221015850310987,-0.9643750283732171,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
-1.1567399515040242,-1.5009913010689746,-0.9650810998375539,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1.2067175419420404,1.1030445981913404,1.6134477584530316,False,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True
-1.2789877528891656,-0.62854787598176,-0.9860867259015663,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1.5734609460974642,-0.023653767921291324,0.9763727150221122,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True
-0.13800827329451357,0.13587874409465642,-0.13674894850446975,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False
0.7584756035298558,0.4931650991303729,0.7476938195101099,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1.5327116789690838,1.1279715531938321,2.020475892909796,True,True,False,True,False,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True
0.5547292678879536,1.2044142152014738,1.0589610116162291,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True
-0.6677487459634591,1.0515288911861906,-0.30854496167085826,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False
0.22873513086091027,0.14086413509515497,0.171693957744303,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,True
1.4104638775839426,-0.12668518193159078,0.8115491575660472,True,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True
-0.9529936158621221,-1.479387940066815,-0.9275489885614137,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.6142102132258447,1.476948923228718,2.3967016597348785,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True
-0.2195068075512744,0.5629605731373504,-0.029933574790304916,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,False
-0.464002410321557,0.3502505571160864,-0.31317855565556696,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.9529936158621221,1.221032185203135,-0.6061320191554566,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True
-0.38250387606479613,-0.25131995694405,-0.37820332457431177,True,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True
-0.6269994788350787,-1.3514295710540236,-0.8254334030317391,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1.4919624118407036,1.0266019361836989,1.969859394810169,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True
-0.9529936158621221,0.4915033021302069,-0.6870875254882949,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1.6142102132258447,1.440389389225063,2.4243267057770463,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False
1.6142102132258447,0.7075369121518029,1.7780947980430122,True,True,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False
1.2882160761988013,0.898643567170907,1.6240167656848192,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0.5954785350163341,0.682609957149311,0.7790036760067842,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True
1.451213144712323,-1.3082228490497045,-0.2913344697276547,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7992248706582362,0.641065032145158,0.9030736711306736,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True
-0.3010053418080353,-1.5009913010689746,-0.8248817847002261,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1.451213144712323,-0.7581680419947175,0.30244956704612924,True,False,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
1.2474668090704208,1.4835961112293827,2.0966212873918417,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
0.4324814665028124,-1.502653098069141,-0.6196797653774142,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.35098293224605154,-1.4660935640654862,-0.6377728466510385,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
